date,state,town,propertyCategory,propertyType,lotSize,transactedAmount
9/11/2015,SELANGOR,ULU KELANG,RESIDENTIAL,BUNGALOW,4500,2250000
9/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1400,120000
9/11/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,649,130000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,1152,280000
9/11/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,3305,1350000
9/11/2015,SELANGOR,KUALA SELANGOR,RESIDENTIAL,TERRACE HOUSE,880,100000
9/11/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,BUNGALOW,123893,500000
9/11/2015,SELANGOR,ULU LANGAT,RESIDENTIAL,TOWN HOUSE,1216,375000
9/11/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1954,870000
9/11/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,TERRACE HOUSE,4375,1450000
9/11/2015,SELANGOR,DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,721,70000
9/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1871,795000
9/11/2015,SELANGOR,BATU ARANG,RESIDENTIAL,TERRACE HOUSE,1603,293000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,786,118000
9/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1539,800000
9/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1441,490000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,180000
9/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,600000
9/11/2015,SELANGOR,ULU KELANG,RESIDENTIAL,APARTMENT/FLAT,850,270000
9/11/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,2250,750000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,732,130000
9/11/2015,SELANGOR,CHERAS,RESIDENTIAL,BUNGALOW,7255,1620000
9/11/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,600,73000
9/11/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,639,430000
9/11/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,850,180000
9/11/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,850,270000
9/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,861,368000
9/11/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,2919,1390000
9/11/2015,SELANGOR,IJOK,RESIDENTIAL,TERRACE HOUSE,3692,700000
9/11/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,675,55000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,3308,400000
9/11/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1094,520000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1378,260000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1410,250000
9/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,3088,630000
9/11/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1398,170000
9/11/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,840,195000
9/11/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1260,280000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,840,168000
9/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1677,900000
9/11/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,CONDOMINIUM,1001,395000
9/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1400,230000
9/11/2015,SELANGOR,SEMENYIH,RESIDENTIAL,SEMI-D,2971,830000
9/11/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,CONDOMINIUM,989,380000
9/11/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,APARTMENT/FLAT,750,240000
9/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,1055,372000
9/11/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,527,94500
9/11/2015,SELANGOR,BANGI,RESIDENTIAL,TERRACE HOUSE,1552,590000
9/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1750,868000
9/11/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,840,335000
9/11/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,1012,348000
9/11/2015,SELANGOR,RAWANG,RESIDENTIAL,TOWN HOUSE,1129,410000
9/10/2015,SELANGOR,BERANANG,RESIDENTIAL,TERRACE HOUSE,1647,500000
9/10/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,1495,700000
9/10/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,CONDOMINIUM,1469,725000
9/10/2015,SELANGOR,RAWANG,RESIDENTIAL,BUNGALOW,7341,360000
9/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TOWN HOUSE,1970,387000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1539,300000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,CONDOMINIUM,1583,192000
9/10/2015,SELANGOR,BERANANG,RESIDENTIAL,TERRACE HOUSE,1624,435000
9/10/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,657,120000
9/10/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,926,320000
9/10/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1600,235000
9/10/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,1152,388000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1292,220000
9/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,700,110000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1470,310000
9/10/2015,SELANGOR,DAMANSARA,RESIDENTIAL,CONDOMINIUM,732,410000
9/10/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,776,85000
9/10/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,SEMI-D,3321,1600000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,958,230000
9/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,650,95000
9/10/2015,SELANGOR,TANJONG SEPAT,RESIDENTIAL,SEMI-D,2635,460000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,3414,1200000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1744,258000
9/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1658,310000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1202,165000
9/10/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,1247,370000
9/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2919,750000
9/10/2015,SELANGOR,KEPONG,RESIDENTIAL,TERRACE HOUSE,753,180000
9/10/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,APARTMENT/FLAT,650,123000
9/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2699,880000
9/10/2015,SELANGOR,JENJAROM,RESIDENTIAL,SEMI-D,3305,495000
9/10/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1609,720000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,SEMI-D,3434,1188000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,SEMI-D,3003,1140000
9/10/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,1135,545000
9/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1019,320000
9/10/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,2030,845000
9/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,1012,250000
9/10/2015,SELANGOR,JERAM,RESIDENTIAL,TERRACE HOUSE,1496,140000
9/10/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,1470,400000
9/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,740,170000
9/10/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,2164,445000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,560000
9/10/2015,SELANGOR,BATU CAVES,RESIDENTIAL,SERVICE RESIDENCE,857,325000
9/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,8525,2300000
9/10/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,521,90000
9/10/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,APARTMENT/FLAT,760,148000
9/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1485,670000
9/10/2015,SELANGOR,DENGKIL,RESIDENTIAL,TERRACE HOUSE,1399,260000
9/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1257,600000
9/10/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,SEMI-D,3918,2060000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,200000
9/10/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1539,260000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,210000
9/10/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1536,180000
9/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,868,320000
9/10/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1539,667000
9/10/2015,SELANGOR,BALAKONG,RESIDENTIAL,APARTMENT/FLAT,904,290000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,BUNGALOW,5750,1000000
9/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1889,888000
9/10/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,SERVICE RESIDENCE,406,312000
9/10/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,833,320000
9/10/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,592,178000
9/10/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1376,495000
9/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,990,280000
9/10/2015,SELANGOR,KAPAR,RESIDENTIAL,BUNGALOW,4000,900000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,2390,850000
9/10/2015,SELANGOR,BUKIT RAJA,RESIDENTIAL,APARTMENT/FLAT,667,145000
9/10/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1822,740000
9/10/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,BUNGALOW,3919,170000
9/10/2015,SELANGOR,GOMBAK,RESIDENTIAL,APARTMENT/FLAT,829,270000
9/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,3746,750000
9/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,799,130000
9/1/2016,SELANGOR,DAMANSARA,RESIDENTIAL,TERRACE HOUSE,2076,1340000
8/9/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1679,430000
8/9/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1021,288000
8/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,958,275000
8/9/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1383,550000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,668000
8/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,926,305000
8/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,840,285000
8/9/2015,SELANGOR,KAPAR,RESIDENTIAL,BUNGALOW,3983,450000
8/9/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,1302,255000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,883,330000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,1851,360000
8/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,2433,630000
8/9/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,1238,215000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,1355,149000
8/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1525,638000
8/9/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1615,318000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1575,320000
8/9/2015,SELANGOR,BERANANG,RESIDENTIAL,TERRACE HOUSE,1306,561900
8/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1500,700000
8/9/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,861,393000
8/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,SEMI-D,3197,830000
8/9/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1300,408000
8/9/2015,SELANGOR,JENJAROM,RESIDENTIAL,TERRACE HOUSE,2304,498000
8/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,3605,1350000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1532,380000
8/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,BUNGALOW,4000,300000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,SEMI-D,3200,1994080
8/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,703,98000
8/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,732,135000
8/9/2015,SELANGOR,DENGKIL,RESIDENTIAL,TERRACE HOUSE,1399,285000
8/9/2015,SELANGOR,KUALA SELANGOR,RESIDENTIAL,TERRACE HOUSE,1539,220000
8/9/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,SERVICE RESIDENCE,634,393000
8/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,300000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,CONDOMINIUM,850,180000
8/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,840,350000
8/9/2015,SELANGOR,SUNGAI BESAR,RESIDENTIAL,CLUSTER HOUSE,1744,150000
8/9/2015,SELANGOR,KEPONG,RESIDENTIAL,TERRACE HOUSE,840,469000
8/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,904,386000
8/9/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,CLUSTER HOUSE,1500,450000
8/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,484,68000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TOWN HOUSE,1375,425000
8/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,952,340000
8/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,SERVICE RESIDENCE,1012,400000
8/9/2015,SELANGOR,TANJONG KARANG,RESIDENTIAL,TERRACE HOUSE,1790,260000
8/9/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,SEMI-D,3197,1423000
8/9/2015,SELANGOR,BATANG KALI,RESIDENTIAL,TERRACE HOUSE,1195,200000
8/9/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1308,500000
8/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,1066,250000
8/9/2015,SELANGOR,BANGI,RESIDENTIAL,TERRACE HOUSE,3853,1100000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1684,370000
8/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,538,50000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1713,621000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1789,330000
8/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2034,880000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,721,100000
8/9/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,700,30000
8/9/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,1859,720000
8/9/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,2266,1000000
8/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SERVICE RESIDENCE,807,310000
8/9/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,CONDOMINIUM,1205,520000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,565000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1141,230000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1033,300000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,657,40000
8/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,SEMI-D,6491,1680000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,635,115000
8/9/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1650,556000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1569,340000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,3100,206000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,807,320000
8/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,SEMI-D,3485,1100000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,CONDOMINIUM,1012,400000
8/9/2015,SELANGOR,ULU LANGAT,RESIDENTIAL,TERRACE HOUSE,3100,280000
8/9/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,872,350000
8/9/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,936,135000
8/9/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,2019,713000
8/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,465,175000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,635,340000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,1535,650000
8/9/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,783,85000
8/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1260,305000
8/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,743,180000
8/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1853,850000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,SEMI-D,3197,530000
8/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,714,75000
8/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1055,90000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,1249,448000
8/9/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,APARTMENT/FLAT,830,305000
8/9/2015,SELANGOR,KAJANG,RESIDENTIAL,SEMI-D,4243,1275000
8/9/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,829,120000
8/9/2015,SELANGOR,AMPANG,RESIDENTIAL,TOWN HOUSE,1682,445000
8/9/2015,SELANGOR,BATANG KALI,RESIDENTIAL,BUNGALOW,4287,500000
8/9/2015,SELANGOR,TROPICANA,RESIDENTIAL,SEMI-D,5802,2780000
8/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,8550,3500000
8/9/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,CONDOMINIUM,1098,435000
8/9/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,646,90000
8/9/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,606,70000
8/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,880,560000
8/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1556,400000
8/9/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,SEMI-D,4015,1600000
8/8/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,TERRACE HOUSE,1173,260000
8/8/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,753,220000
8/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1539,620000
8/8/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,1532,485000
8/8/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1449,750000
8/8/2015,SELANGOR,ULU KELANG,RESIDENTIAL,BUNGALOW,6512,3880000
8/8/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1399,220000
8/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1399,380000
8/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,BUNGALOW,6000,600000
8/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,701,55000
8/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1573,470000
8/7/2015,SELANGOR,BESTARI JAYA,RESIDENTIAL,TERRACE HOUSE,1960,60000
8/7/2015,SELANGOR,BANTING,RESIDENTIAL,CONDOMINIUM,495,180000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,778,168000
8/7/2015,SELANGOR,ARA DAMANSARA,RESIDENTIAL,SERVICE RESIDENCE,708,468000
8/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,833,290000
8/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,980,560000
8/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,300000
8/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,1040,360000
8/7/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1399,660000
8/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,721,30000
8/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1833,1170000
8/7/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1399,130000
8/7/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,650,39800
8/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,811,288000
8/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,BUNGALOW,5113,60000
8/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,CONDOMINIUM,1259,515000
8/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,SERVICE RESIDENCE,480,285000
8/7/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,SERVICE RESIDENCE,600,340000
8/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1195,180000
8/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1195,165000
8/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1076,430000
8/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1496,770000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,BUNGALOW,5403,2400000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1200,370000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1436,575000
8/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,712,55000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,743,175000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,802,300000
8/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SEMI-D,4650,1600000
8/7/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,650,40000
8/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,TERRACE HOUSE,1916,1075000
8/7/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,1344,397000
8/7/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,SEMI-D,2551,1245000
8/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1228,630000
8/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,290000
8/7/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,614,90000
8/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,850,195000
8/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,4263,1100000
8/7/2015,SELANGOR,SELAYANG,RESIDENTIAL,BUNGALOW,4000,255000
8/7/2015,SELANGOR,SELAYANG,RESIDENTIAL,BUNGALOW,4000,664000
8/7/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,861,160000
8/7/2015,SELANGOR,IJOK,RESIDENTIAL,TERRACE HOUSE,2402,660000
8/7/2015,SELANGOR,ULU KELANG,RESIDENTIAL,APARTMENT/FLAT,800,240000
8/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1540,500000
8/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,942,450000
8/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1593,290000
8/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1540,570000
8/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,905,413000
8/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,650,78000
8/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,667,98000
8/7/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,APARTMENT/FLAT,750,185000
